timestamp,open,high,low,close,volume
2026-07-11 18:49:40.707311+00:00,10000.0,10000.0,10000.0,10000.0,1000.0
2026-07-11 19:49:40.707311+00:00,10001.0,10001.0,10001.0,10001.0,1000.0
2026-07-11 20:49:40.707311+00:00,10002.0,10002.0,10002.0,10002.0,1000.0
2026-07-11 21:49:40.707311+00:00,10003.0,10003.0,10003.0,10003.0,1000.0
2026-07-11 22:49:40.707311+00:00,10004.0,10004.0,10004.0,10004.0,1000.0
2026-07-11 23:49:40.707311+00:00,10005.0,10005.0,10005.0,10005.0,1000.0
2026-07-12 00:49:40.707311+00:00,10006.0,10006.0,10006.0,10006.0,1000.0
2026-07-12 01:49:40.707311+00:00,10007.0,10007.0,10007.0,10007.0,1000.0
2026-07-12 02:49:40.707311+00:00,10008.0,10008.0,10008.0,10008.0,1000.0
2026-07-12 03:49:40.707311+00:00,10009.0,10009.0,10009.0,10009.0,1000.0
2026-07-12 04:49:40.707311+00:00,10010.0,10010.0,10010.0,10010.0,1000.0
2026-07-12 05:49:40.707311+00:00,10011.0,10011.0,10011.0,10011.0,1000.0
2026-07-12 06:49:40.707311+00:00,10012.0,10012.0,10012.0,10012.0,1000.0
2026-07-12 07:49:40.707311+00:00,10013.0,10013.0,10013.0,10013.0,1000.0
2026-07-12 08:49:40.707311+00:00,10014.0,10014.0,10014.0,10014.0,1000.0
2026-07-12 09:49:40.707311+00:00,10015.0,10015.0,10015.0,10015.0,1000.0
2026-07-12 10:49:40.707311+00:00,10016.0,10016.0,10016.0,10016.0,1000.0
2026-07-12 11:49:40.707311+00:00,10017.0,10017.0,10017.0,10017.0,1000.0
2026-07-12 12:49:40.707311+00:00,10018.0,10018.0,10018.0,10018.0,1000.0
2026-07-12 13:49:40.707311+00:00,10019.0,10019.0,10019.0,10019.0,1000.0
2026-07-12 14:49:40.707311+00:00,10020.0,10020.0,10020.0,10020.0,1000.0
2026-07-12 15:49:40.707311+00:00,10021.0,10021.0,10021.0,10021.0,1000.0
2026-07-12 16:49:40.707311+00:00,10022.0,10022.0,10022.0,10022.0,1000.0
2026-07-12 17:49:40.707311+00:00,10023.0,10023.0,10023.0,10023.0,1000.0
2026-07-12 18:49:40.707311+00:00,10024.0,10024.0,10024.0,10024.0,1000.0
2026-07-12 19:49:40.707311+00:00,10025.0,10025.0,10025.0,10025.0,1000.0
2026-07-12 20:49:40.707311+00:00,10026.0,10026.0,10026.0,10026.0,1000.0
2026-07-12 21:49:40.707311+00:00,10027.0,10027.0,10027.0,10027.0,1000.0
2026-07-12 22:49:40.707311+00:00,10028.0,10028.0,10028.0,10028.0,1000.0
2026-07-12 23:49:40.707311+00:00,10029.0,10029.0,10029.0,10029.0,1000.0
2026-07-13 00:49:40.707311+00:00,10030.0,10030.0,10030.0,10030.0,1000.0
2026-07-13 01:49:40.707311+00:00,10031.0,10031.0,10031.0,10031.0,1000.0
2026-07-13 02:49:40.707311+00:00,10032.0,10032.0,10032.0,10032.0,1000.0
2026-07-13 03:49:40.707311+00:00,10033.0,10033.0,10033.0,10033.0,1000.0
2026-07-13 04:49:40.707311+00:00,10034.0,10034.0,10034.0,10034.0,1000.0
2026-07-13 05:49:40.707311+00:00,10035.0,10035.0,10035.0,10035.0,1000.0
2026-07-13 06:49:40.707311+00:00,10036.0,10036.0,10036.0,10036.0,1000.0
2026-07-13 07:49:40.707311+00:00,10037.0,10037.0,10037.0,10037.0,1000.0
2026-07-13 08:49:40.707311+00:00,10038.0,10038.0,10038.0,10038.0,1000.0
2026-07-13 09:49:40.707311+00:00,10039.0,10039.0,10039.0,10039.0,1000.0
2026-07-13 10:49:40.707311+00:00,10040.0,10040.0,10040.0,10040.0,1000.0
2026-07-13 11:49:40.707311+00:00,10041.0,10041.0,10041.0,10041.0,1000.0
2026-07-13 12:49:40.707311+00:00,10042.0,10042.0,10042.0,10042.0,1000.0
2026-07-13 13:49:40.707311+00:00,10043.0,10043.0,10043.0,10043.0,1000.0
2026-07-13 14:49:40.707311+00:00,10044.0,10044.0,10044.0,10044.0,1000.0
2026-07-13 15:49:40.707311+00:00,10045.0,10045.0,10045.0,10045.0,1000.0
2026-07-13 16:49:40.707311+00:00,10046.0,10046.0,10046.0,10046.0,1000.0
2026-07-13 17:49:40.707311+00:00,10047.0,10047.0,10047.0,10047.0,1000.0
2026-07-11 18:00:52.668000+00:00,64263.63534810441,64263.63534810441,64263.63534810441,64263.63534810441,16278867409.737072
2026-07-11 19:01:01.855000+00:00,64279.15675534047,64279.15675534047,64279.15675534047,64279.15675534047,16662060856.75299
2026-07-11 20:01:51.064000+00:00,64241.07631095752,64241.07631095752,64241.07631095752,64241.07631095752,15827980919.833649
2026-07-11 21:00:41.252000+00:00,64339.09519907484,64339.09519907484,64339.09519907484,64339.09519907484,14126517226.431583
2026-07-11 22:00:17.018000+00:00,64303.19087890115,64303.19087890115,64303.19087890115,64303.19087890115,14480827218.473694
2026-07-11 23:01:41.810000+00:00,64154.8812983746,64154.8812983746,64154.8812983746,64154.8812983746,14395605048.386324
2026-07-12 00:01:00.088000+00:00,63785.019944129,63785.019944129,63785.019944129,63785.019944129,14621427303.689535
2026-07-12 01:01:19.738000+00:00,63795.5534612457,63795.5534612457,63795.5534612457,63795.5534612457,16099401145.212929
2026-07-12 02:00:26.237000+00:00,64083.899429257246,64083.899429257246,64083.899429257246,64083.899429257246,16362736849.090136
2026-07-12 03:01:48.294000+00:00,64063.16077869598,64063.16077869598,64063.16077869598,64063.16077869598,16852778962.315887
2026-07-12 04:01:44.291000+00:00,64133.10697088716,64133.10697088716,64133.10697088716,64133.10697088716,17106232842.021156
2026-07-12 05:00:12.575000+00:00,63940.97636885769,63940.97636885769,63940.97636885769,63940.97636885769,17437743840.677803
2026-07-12 06:01:18.985000+00:00,63941.1451891897,63941.1451891897,63941.1451891897,63941.1451891897,17401369836.92951
2026-07-12 07:01:46.488000+00:00,63724.00477666906,63724.00477666906,63724.00477666906,63724.00477666906,17955073770.663242
2026-07-12 08:01:47.207000+00:00,63849.17710443917,63849.17710443917,63849.17710443917,63849.17710443917,17120090496.273497
2026-07-12 09:00:42.175000+00:00,63944.78172943581,63944.78172943581,63944.78172943581,63944.78172943581,19206322435.37152
2026-07-12 10:01:52.741000+00:00,63922.04380563007,63922.04380563007,63922.04380563007,63922.04380563007,21576539774.45096
2026-07-12 11:01:11.040000+00:00,63837.20446081583,63837.20446081583,63837.20446081583,63837.20446081583,21806261257.66324
2026-07-12 12:00:28.134000+00:00,63971.89666202366,63971.89666202366,63971.89666202366,63971.89666202366,20875591575.025032
2026-07-12 13:01:01.101000+00:00,63985.68399412193,63985.68399412193,63985.68399412193,63985.68399412193,20524150485.24073
2026-07-12 14:00:25.336000+00:00,63985.7232726037,63985.7232726037,63985.7232726037,63985.7232726037,21110235261.71346
2026-07-12 15:00:38.551000+00:00,64171.54979050959,64171.54979050959,64171.54979050959,64171.54979050959,19593780111.889843
2026-07-12 16:01:13.689000+00:00,64124.30325557406,64124.30325557406,64124.30325557406,64124.30325557406,18879984804.250507
2026-07-12 17:00:06.769000+00:00,64126.79987238431,64126.79987238431,64126.79987238431,64126.79987238431,19744776543.4769
2026-07-12 18:00:19.623000+00:00,64037.39022055867,64037.39022055867,64037.39022055867,64037.39022055867,19567841325.47437
2026-07-12 19:00:11.956000+00:00,64109.22648415865,64109.22648415865,64109.22648415865,64109.22648415865,18392867483.82252
2026-07-12 20:01:31.485000+00:00,64196.76726101704,64196.76726101704,64196.76726101704,64196.76726101704,18452692083.497936
2026-07-12 21:00:06.499000+00:00,64156.76696807561,64156.76696807561,64156.76696807561,64156.76696807561,18770799610.33898
2026-07-12 22:01:28.145000+00:00,63892.4023151634,63892.4023151634,63892.4023151634,63892.4023151634,19179987218.522343
2026-07-12 23:01:07.767000+00:00,63861.43606713836,63861.43606713836,63861.43606713836,63861.43606713836,19887549613.737907
2026-07-13 00:00:56.542000+00:00,63746.44102430586,63746.44102430586,63746.44102430586,63746.44102430586,19231593277.05673
2026-07-13 01:00:43.048000+00:00,64012.312805316506,64012.312805316506,64012.312805316506,64012.312805316506,18622606769.63115
2026-07-13 02:00:37.637000+00:00,63421.28198419309,63421.28198419309,63421.28198419309,63421.28198419309,18936843374.757545
2026-07-13 03:01:54.549000+00:00,63320.631830206046,63320.631830206046,63320.631830206046,63320.631830206046,19531611885.00228
2026-07-13 04:00:28.313000+00:00,62775.55569582625,62775.55569582625,62775.55569582625,62775.55569582625,20377225169.839
2026-07-13 05:00:17.344000+00:00,62670.584741553386,62670.584741553386,62670.584741553386,62670.584741553386,20589252948.89436
2026-07-13 06:00:58.986000+00:00,62728.009514842604,62728.009514842604,62728.009514842604,62728.009514842604,21043818516.925938
2026-07-13 07:01:21.129000+00:00,62747.21283925193,62747.21283925193,62747.21283925193,62747.21283925193,20908591692.1334
2026-07-13 08:01:01.816000+00:00,62968.23419840407,62968.23419840407,62968.23419840407,62968.23419840407,21991839383.27665
2026-07-13 09:00:59.219000+00:00,63140.68261699306,63140.68261699306,63140.68261699306,63140.68261699306,22171111177.00996
2026-07-13 10:01:53.095000+00:00,63038.51906996177,63038.51906996177,63038.51906996177,63038.51906996177,19583272499.792294
2026-07-13 11:01:28.824000+00:00,62828.85966235631,62828.85966235631,62828.85966235631,62828.85966235631,20997952918.05308
2026-07-13 12:00:59.871000+00:00,62843.21259949802,62843.21259949802,62843.21259949802,62843.21259949802,20980571940.05872
2026-07-13 13:00:30.826000+00:00,62566.90043706515,62566.90043706515,62566.90043706515,62566.90043706515,21967285310.21403
2026-07-13 14:00:41.850000+00:00,62252.287442566994,62252.287442566994,62252.287442566994,62252.287442566994,23767169697.673645
2026-07-13 15:01:29.057000+00:00,62705.62275888013,62705.62275888013,62705.62275888013,62705.62275888013,26049461584.976063
2026-07-13 16:01:43.138000+00:00,62548.83381235003,62548.83381235003,62548.83381235003,62548.83381235003,26849071673.32044
2026-07-13 17:01:43.567000+00:00,62212.97915238394,62212.97915238394,62212.97915238394,62212.97915238394,27885707315.313
2026-07-13 17:49:26+00:00,62037.46137526154,62037.46137526154,62037.46137526154,62037.46137526154,28901833378.11077
2026-07-11 18:50:01.705913+00:00,10000.0,10000.0,10000.0,10000.0,1000.0
2026-07-11 19:50:01.705913+00:00,10001.0,10001.0,10001.0,10001.0,1000.0
2026-07-11 20:50:01.705913+00:00,10002.0,10002.0,10002.0,10002.0,1000.0
2026-07-11 21:50:01.705913+00:00,10003.0,10003.0,10003.0,10003.0,1000.0
2026-07-11 22:50:01.705913+00:00,10004.0,10004.0,10004.0,10004.0,1000.0
2026-07-11 23:50:01.705913+00:00,10005.0,10005.0,10005.0,10005.0,1000.0
2026-07-12 00:50:01.705913+00:00,10006.0,10006.0,10006.0,10006.0,1000.0
2026-07-12 01:50:01.705913+00:00,10007.0,10007.0,10007.0,10007.0,1000.0
2026-07-12 02:50:01.705913+00:00,10008.0,10008.0,10008.0,10008.0,1000.0
2026-07-12 03:50:01.705913+00:00,10009.0,10009.0,10009.0,10009.0,1000.0
2026-07-12 04:50:01.705913+00:00,10010.0,10010.0,10010.0,10010.0,1000.0
2026-07-12 05:50:01.705913+00:00,10011.0,10011.0,10011.0,10011.0,1000.0
2026-07-12 06:50:01.705913+00:00,10012.0,10012.0,10012.0,10012.0,1000.0
2026-07-12 07:50:01.705913+00:00,10013.0,10013.0,10013.0,10013.0,1000.0
2026-07-12 08:50:01.705913+00:00,10014.0,10014.0,10014.0,10014.0,1000.0
2026-07-12 09:50:01.705913+00:00,10015.0,10015.0,10015.0,10015.0,1000.0
2026-07-12 10:50:01.705913+00:00,10016.0,10016.0,10016.0,10016.0,1000.0
2026-07-12 11:50:01.705913+00:00,10017.0,10017.0,10017.0,10017.0,1000.0
2026-07-12 12:50:01.705913+00:00,10018.0,10018.0,10018.0,10018.0,1000.0
2026-07-12 13:50:01.705913+00:00,10019.0,10019.0,10019.0,10019.0,1000.0
2026-07-12 14:50:01.705913+00:00,10020.0,10020.0,10020.0,10020.0,1000.0
2026-07-12 15:50:01.705913+00:00,10021.0,10021.0,10021.0,10021.0,1000.0
2026-07-12 16:50:01.705913+00:00,10022.0,10022.0,10022.0,10022.0,1000.0
2026-07-12 17:50:01.705913+00:00,10023.0,10023.0,10023.0,10023.0,1000.0
2026-07-12 18:50:01.705913+00:00,10024.0,10024.0,10024.0,10024.0,1000.0
2026-07-12 19:50:01.705913+00:00,10025.0,10025.0,10025.0,10025.0,1000.0
2026-07-12 20:50:01.705913+00:00,10026.0,10026.0,10026.0,10026.0,1000.0
2026-07-12 21:50:01.705913+00:00,10027.0,10027.0,10027.0,10027.0,1000.0
2026-07-12 22:50:01.705913+00:00,10028.0,10028.0,10028.0,10028.0,1000.0
2026-07-12 23:50:01.705913+00:00,10029.0,10029.0,10029.0,10029.0,1000.0
2026-07-13 00:50:01.705913+00:00,10030.0,10030.0,10030.0,10030.0,1000.0
2026-07-13 01:50:01.705913+00:00,10031.0,10031.0,10031.0,10031.0,1000.0
2026-07-13 02:50:01.705913+00:00,10032.0,10032.0,10032.0,10032.0,1000.0
